Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
X360,2010,Action,Ubisoft,2.85,0.38,0.03,0.24,3.49
PS2,N/A,Sports,Electronic Arts,0.59,2.36,0.04,0.51,3.49
PS3,2013,Shooter,Electronic Arts,1.3,1.42,0.27,0.5,3.49
X360,2009,Action,Other,2.2,0.95,0.02,0.31,3.48
X360,2013,Shooter,Electronic Arts,2.15,1.01,0.02,0.31,3.48
X360,2010,Shooter,Electronic Arts,2.1,1.01,0.04,0.32,3.47
DS,2009,Sports,Sega,1.21,1.62,0.27,0.37,3.46
DS,2008,Misc,Activision,2.1,1.01,0.01,0.35,3.46
DS,2006,Misc,Nintendo,0.59,1.79,0.73,0.34,3.45
Other,2013,Role-Playing,Other,0,0,3.44,0,3.44
X360,2009,Shooter,Take-Two Interactive,2.4,0.71,0.03,0.29,3.44
PS2,2002,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44
Other,1994,Role-Playing,Other,0.86,0,2.55,0.02,3.42
PS,1998,Action,Take-Two Interactive,1.13,2.07,0,0.22,3.42
Other,2015,Action,Konami Digital Entertainment,1.09,1.36,0.49,0.48,3.41
PS2,2004,Action,Activision,1.75,1.2,0.02,0.43,3.41
Other,1990,Racing,Nintendo,1.73,0.69,0.59,0.4,3.41
PS2,2002,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4
PS3,2011,Platform,Sony Computer Entertainment,1.83,1.05,0.06,0.46,3.39
PS,2000,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39
Other,2015,Action,Ubisoft,0.81,1.99,0.07,0.52,3.39
X360,2008,Action,Other,2.04,1.02,0,0.32,3.38
Other,2014,Shooter,Activision,2.14,0.92,0,0.31,3.37
PS,1998,Fighting,Other,2.47,0.76,0,0.13,3.36
Other,2000,Action,Nintendo,1.9,0.67,0.73,0.06,3.36
PS3,2012,Shooter,Ubisoft,0.88,1.7,0.1,0.67,3.35
PS,1998,Adventure,THQ,1.63,1.53,0,0.18,3.34
DS,2006,Misc,Nintendo,0,0.99,2.32,0.02,3.33
PS2,2002,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.33
PS2,2002,Platform,Sony Computer Entertainment,1.44,1.01,0.57,0.3,3.33
Other,2015,Action,Other,0.27,0.21,2.79,0.05,3.32
PS2,2005,Action,Other,1.47,1.39,0.03,0.43,3.32
DS,2009,Action,Nintendo,1.4,0.91,0.74,0.26,3.31
PS2,2001,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31
X360,2013,Action,Ubisoft,1.9,1.11,0.01,0.29,3.3
PS2,2003,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28
Other,2014,Role-Playing,Nintendo,0.09,0,3.18,0.01,3.28
Other,2015,Shooter,Other,2.61,0.33,0,0.34,3.28
PS2,2003,Action,Activision,1.89,1.05,0.02,0.31,3.27
DS,2008,Puzzle,Nintendo,0.6,1.57,0.82,0.27,3.26
PSP,2009,Racing,Sony Computer Entertainment,0.5,1.58,0.31,0.87,3.25
Other,2015,Sports,Electronic Arts,0.89,2.12,0,0.24,3.25
Wii,2008,Misc,Nintendo,1.35,1.11,0.46,0.32,3.25
PS,1995,Fighting,Sony Computer Entertainment,0.95,1.3,0.77,0.22,3.24
Other,2015,Sports,Electronic Arts,2.34,0.3,0,0.6,3.24
PS3,2013,Racing,Sony Computer Entertainment,0.72,1.67,0.4,0.44,3.23
Other,2014,Shooter,Other,1.91,1,0.03,0.29,3.23
PS,1999,Shooter,Electronic Arts,1.72,1.33,0,0.16,3.21
Other,2015,Platform,Nintendo,1.18,0.89,0.94,0.2,3.21
PS,2000,Fighting,THQ,1.76,1.21,0.07,0.16,3.2
Other,1983,Sports,Nintendo,0.73,0.1,2.35,0.02,3.2
Other,1995,Fighting,Nintendo,2.26,0.72,0.12,0.1,3.2
Other,1995,Role-Playing,Other,0,0,3.19,0,3.19
PSP,2008,Action,Sony Computer Entertainment,1.48,1,0.04,0.66,3.18
PS2,2003,Action,Other,1.78,1.12,0.09,0.19,3.18
PSP,2007,Role-Playing,Other,1.35,0.59,0.8,0.43,3.18
X360,2010,Misc,Other,2.15,0.76,0.01,0.26,3.17
PS3,2011,Adventure,Take-Two Interactive,1.27,1.29,0.12,0.49,3.17
PS2,2001,Simulation,Other,2.06,0.56,0.38,0.17,3.17
Other,2001,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15
PS2,2007,Sports,Electronic Arts,0.68,0,0,2.46,3.14
DS,2008,Adventure,Other,1.87,0.97,0,0.3,3.14
PS,2000,Action,Activision,1.7,1.25,0.02,0.16,3.13
Wii,2012,Misc,Nintendo,1.06,1.09,0.76,0.22,3.13
PS,1998,Racing,Electronic Arts,2.14,0.86,0,0.13,3.12
Other,1999,Racing,Nintendo,2.31,0.62,0.14,0.04,3.12
DS,2005,Platform,Sega,1.21,1.56,0.06,0.29,3.12
Other,1990,Role-Playing,Other,0.08,0,3.03,0.01,3.12
DS,2008,Misc,Nintendo,0.55,0.5,1.93,0.13,3.11
PS3,2010,Role-Playing,Other,1.52,1.03,0.1,0.46,3.11
DS,2006,Misc,Nintendo,0.9,1,1.03,0.17,3.11
PS3,2007,Role-Playing,Ubisoft,1.69,0.85,0.14,0.43,3.1
Other,2013,Action,Nintendo,1.4,1.01,0.46,0.23,3.1
PS3,2012,Shooter,Other,0.88,0.94,0.88,0.4,3.1
X360,2010,Role-Playing,Electronic Arts,1.99,0.81,0.03,0.27,3.1
PS2,2002,Fighting,Other,2.17,0.28,0.55,0.08,3.09
PS2,2001,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08
Other,1986,Sports,Namco Bandai Games,1.92,0.45,0.64,0.07,3.08
Other,1994,Platform,Nintendo,1.57,0.62,0.55,0.34,3.07
PC,2002,Simulation,Electronic Arts,1.72,1.21,0,0.14,3.07
Wii,N/A,Action,Other,1.8,0.97,0,0.29,3.06
Other,2015,Simulation,Nintendo,0.51,1.02,1.4,0.12,3.05
PC,2014,Simulation,Electronic Arts,1,1.82,0,0.23,3.05
X360,2012,Shooter,Take-Two Interactive,1.89,0.88,0.04,0.25,3.05
DS,2008,Action,Other,1.75,1.01,0,0.29,3.05
X360,2008,Action,Activision,1.91,0.84,0,0.29,3.04
X360,2012,Role-Playing,Electronic Arts,1.94,0.84,0.03,0.24,3.04
PS3,2010,Adventure,Sony Computer Entertainment,1.29,1.21,0.06,0.47,3.03
PS,1995,Platform,Ubisoft,1.54,1.33,0,0.16,3.03
X360,2008,Action,THQ,1.94,0.79,0.02,0.28,3.03
XB,2002,Action,Ubisoft,1.85,1.04,0,0.13,3.02
Other,1987,Fighting,Nintendo,2.03,0.47,0.45,0.07,3.02
PS2,2002,Sports,THQ,1.45,1.13,0.07,0.38,3.02
Other,2013,Sports,Electronic Arts,0.61,1.85,0.11,0.44,3.01
PS3,2009,Shooter,Sony Computer Entertainment,1.4,1.06,0.08,0.47,3.01
X360,2012,Shooter,Ubisoft,1.38,1.32,0.02,0.28,3
Wii,2010,Platform,Other,2.04,0.63,0.12,0.22,3
X360,2012,Sports,Take-Two Interactive,2.6,0.2,0.01,0.19,3
PS2,2007,Fighting,Other,1.15,0,0.76,1.09,3
PS2,N/A,Fighting,Other,1.57,1.02,0,0.41,3
Other,1993,Shooter,Nintendo,1.61,0.51,0.8,0.07,2.99
PC,2000,Misc,Electronic Arts,1.67,1.18,0,0.13,2.99
PS2,2002,Sports,Konami Digital Entertainment,0.12,1.26,1.16,0.45,2.99
PS2,2001,Action,Other,1.36,0.86,0.64,0.13,2.99
PC,2011,Role-Playing,Electronic Arts,1.58,1.01,0,0.38,2.96
Other,2014,Action,Other,1.01,1.43,0.05,0.47,2.96
PS2,2003,Platform,Sega,1.04,1.37,0.06,0.49,2.96
PS2,2002,Action,Other,1.36,1.15,0.04,0.41,2.96
Other,2014,Shooter,Electronic Arts,1.84,0.8,0.04,0.27,2.95
PS3,2010,Shooter,Electronic Arts,1.33,1.1,0.08,0.44,2.95
Other,1996,Racing,Nintendo,1.98,0.58,0.34,0.04,2.94
PS2,2003,Shooter,Sony Computer Entertainment,2.22,0.51,0.06,0.15,2.94
PS2,2005,Fighting,THQ,1.45,1.11,0.04,0.33,2.94
GBA,2001,Puzzle,Other,2.07,0.77,0.05,0.05,2.94
X360,2009,Fighting,Other,1.82,0.7,0.15,0.26,2.94
PS3,2009,Action,Sony Computer Entertainment,1.76,0.68,0.12,0.37,2.93
DS,2008,Platform,Nintendo,1.55,0.04,1.19,0.15,2.92
Other,2013,Shooter,Activision,1.88,0.77,0,0.27,2.92
X360,2014,Sports,Electronic Arts,0.79,1.92,0,0.21,2.92
GBA,2002,Platform,Nintendo,1.75,0.45,0.62,0.09,2.91
X360,2007,Role-Playing,Other,1.83,0.79,0.03,0.27,2.91
PS2,2004,Misc,Sega,1.54,1.14,0,0.22,2.9
PS2,2003,Sports,Konami Digital Entertainment,0.08,1.24,1.13,0.45,2.9
X360,2008,Sports,Sega,1.75,0.86,0,0.28,2.89
PS2,2001,Sports,Sony Computer Entertainment,0.99,0.32,1.38,0.2,2.89
Wii,2007,Simulation,Other,1.41,1.12,0.05,0.3,2.89
PS2,2004,Shooter,Activision,1.51,1.12,0.01,0.24,2.89
Wii,2006,Puzzle,Nintendo,0.86,1.04,0.73,0.26,2.89
PS,1999,Shooter,Sony Computer Entertainment,2.03,0.72,0.02,0.11,2.88
DS,2007,Simulation,Ubisoft,1.3,1.26,0,0.31,2.87
PS,1998,Racing,Other,0.09,2.43,0.12,0.22,2.87
X360,2012,Sports,Electronic Arts,2.53,0.15,0,0.17,2.86
XB,2002,Role-Playing,Ubisoft,2.09,0.63,0.03,0.11,2.86
Other,2013,Action,Ubisoft,1.07,1.31,0.06,0.42,2.85
PC,1996,Strategy,Other,1.37,1.34,0,0.14,2.85
Other,1990,Racing,Nintendo,1.37,0.51,0.89,0.07,2.85
Other,1997,Platform,Nintendo,1.29,0.53,0.98,0.05,2.85
PS3,2011,Fighting,Other,1.98,0.53,0,0.34,2.84
X360,2009,Sports,Electronic Arts,2.52,0.09,0,0.22,2.83
PS2,2002,Fighting,THQ,1.32,1.08,0.04,0.39,2.83
X360,2007,Shooter,Take-Two Interactive,1.65,0.85,0.05,0.28,2.83
Other,2002,Shooter,Nintendo,1.96,0.67,0.1,0.09,2.82
PS3,2010,Action,Ubisoft,1.87,0.55,0.11,0.29,2.82
GBA,2003,Action,THQ,1.59,1.05,0.04,0.14,2.82
Wii,2011,Sports,Other,1.51,1.03,0,0.27,2.81
PC,1994,Adventure,Other,0.02,2.79,0,0,2.81
PS3,2010,Shooter,Electronic Arts,1.28,1.04,0.07,0.42,2.81
PS3,2012,Racing,Electronic Arts,0.71,1.46,0.06,0.58,2.81
DS,2007,Simulation,Ubisoft,1.32,1.19,0,0.3,2.8
PS2,2003,Fighting,THQ,1.32,1.06,0.04,0.38,2.8
PS,1997,Sports,Sony Computer Entertainment,0.29,0.2,2.13,0.18,2.79
PS,1998,Platform,Sony Computer Entertainment,1.96,0.72,0,0.11,2.79
PS2,2001,Fighting,THQ,1.19,1.15,0.04,0.41,2.79
Other,2014,Action,Sony Computer Entertainment,1.28,0.98,0.07,0.46,2.79
Other,1992,Role-Playing,Other,0,0,2.78,0.01,2.79
PS,1996,Fighting,Other,1.98,0.7,0,0.11,2.79
Other,2011,Role-Playing,Nintendo,0.46,0.29,1.96,0.07,2.79
PS2,2001,Sports,Electronic Arts,2.19,0.22,0,0.38,2.79
PS2,2003,Platform,Sony Computer Entertainment,1.68,0.74,0,0.36,2.78
PS2,2003,Platform,Sony Computer Entertainment,1.44,0.83,0.26,0.25,2.78
PS3,2010,Racing,Electronic Arts,1.05,1.23,0.03,0.47,2.78
Wii,2011,Action,Activision,1.35,1.13,0,0.3,2.78
PC,2011,Shooter,Electronic Arts,0.89,1.43,0,0.46,2.78
Other,2015,Fighting,Other,1.5,0.8,0,0.48,2.78
PS2,2003,Simulation,Electronic Arts,1.41,1.12,0,0.24,2.77
PS3,2011,Shooter,Sony Computer Entertainment,1.45,0.86,0.09,0.38,2.77
X360,2008,Action,Other,1.74,0.77,0,0.26,2.77
Other,2014,Misc,Other,1.61,0.9,0,0.25,2.76
DS,2006,Platform,Nintendo,1.45,0.07,1.1,0.15,2.76
X360,2011,Action,THQ,1.25,1.14,0.07,0.3,2.76
Other,1980,Shooter,Other,2.56,0.17,0,0.03,2.76
Other,1992,Misc,Nintendo,1.43,0.54,0.71,0.07,2.75
PS3,2009,Fighting,Namco Bandai Games,1.2,0.97,0.17,0.42,2.75
Other,2000,Strategy,Nintendo,1.02,0.36,1.13,0.23,2.73
Other,1986,Action,Nintendo,1.33,0.31,1.04,0.05,2.73
Wii,2007,Platform,Sega,1.21,1.19,0.04,0.29,2.73
PS3,2015,Sports,Electronic Arts,0.41,1.84,0.05,0.4,2.71
GBA,2002,Action,Nintendo,1.75,0.52,0.33,0.1,2.7
PS2,2001,Action,Other,0.99,0.48,1.09,0.14,2.7
Other,1998,Misc,Nintendo,1.25,0.53,0.87,0.05,2.7
X360,2011,Adventure,Take-Two Interactive,1.52,0.92,0.02,0.24,2.7
X360,2006,Shooter,Activision,1.49,0.92,0.02,0.27,2.7
X360,2011,Sports,Electronic Arts,2.42,0.11,0,0.16,2.69
PS2,2006,Action,Other,1.85,0.64,0.01,0.19,2.69
Other,2013,Shooter,Sony Computer Entertainment,0.89,1.33,0.08,0.39,2.69
X360,2010,Sports,Electronic Arts,2.38,0.12,0,0.18,2.69
PS2,2004,Racing,Electronic Arts,1.23,1.11,0,0.34,2.68
Other,2014,Role-Playing,Other,0,0,2.68,0,2.68
Other,1992,Fighting,Other,1.95,0.63,0,0.09,2.67
DS,2010,Puzzle,Nintendo,1.63,0.51,0.35,0.18,2.67
DS,2009,Puzzle,Nintendo,0.28,1.39,0.68,0.32,2.67
PS2,2005,Shooter,Activision,1.48,0.92,0.01,0.26,2.67
PS,1998,Shooter,Electronic Arts,1.44,1.09,0,0.14,2.67
XB,2004,Role-Playing,Other,1.99,0.58,0,0.09,2.66
X360,2008,Misc,Activision,1.78,0.63,0,0.25,2.66
Other,2016,Sports,Electronic Arts,0.43,2.05,0,0.17,2.65
DS,2006,Action,Other,1.59,0.8,0,0.26,2.65
PS2,2003,Action,Ubisoft,1.15,1.11,0,0.4,2.65
Other,1986,Platform,Nintendo,0,0,2.65,0,2.65
PS3,2009,Racing,Electronic Arts,0.69,1.4,0.04,0.52,2.65
Other,1996,Action,Nintendo,2,0.5,0.12,0.03,2.65
PSP,2006,Shooter,Electronic Arts,0.86,1.11,0.01,0.66,2.65
PS3,2011,Role-Playing,Other,0.78,0.73,0.89,0.23,2.63
PS2,2000,Racing,Take-Two Interactive,2,0.47,0.02,0.14,2.63
X360,2010,Sports,Electronic Arts,1.47,0.93,0,0.24,2.63
PS2,2004,Sports,Sega,2.15,0.12,0,0.36,2.62
X360,2009,Strategy,Other,1.54,0.8,0.04,0.24,2.62
X360,2011,Sports,Take-Two Interactive,2.31,0.14,0.01,0.16,2.62
PSP,2006,Fighting,Sony Computer Entertainment,0.76,1.09,0.12,0.64,2.62
X360,2009,Sports,Electronic Arts,0.59,1.79,0.01,0.23,2.62
X360,2010,Shooter,Electronic Arts,1.56,0.8,0.04,0.21,2.61
PS2,2002,Action,Electronic Arts,0.9,1.22,0.04,0.44,2.61
Other,1990,Action,Sega,1.86,0.55,0.11,0.08,2.6
PS3,2009,Action,Sony Computer Entertainment,1.7,0.44,0.06,0.4,2.6
PS2,2004,Sports,Electronic Arts,2.03,0.21,0,0.35,2.59
Wii,2007,Sports,Nintendo,1.05,1.05,0.24,0.24,2.58
PS3,2008,Sports,Electronic Arts,0.48,1.63,0.04,0.43,2.58
DS,2008,Simulation,Nintendo,0.62,0.82,0.96,0.18,2.58
PS2,2006,Fighting,THQ,1.4,0.88,0.03,0.26,2.58
X360,2007,Action,Other,1.53,0.81,0,0.24,2.57
PS2,2004,Platform,Sony Computer Entertainment,1.31,0.74,0.31,0.22,2.57
PS2,2007,Sports,Electronic Arts,2.14,0.08,0,0.35,2.57
PSP,2007,Role-Playing,Other,0.37,0.27,1.75,0.18,2.57
PS3,2007,Platform,Sony Computer Entertainment,0.93,1.1,0.08,0.45,2.56
Wii,2010,Platform,Nintendo,0.99,0.52,0.92,0.14,2.56
Other,2001,Platform,Sega,1.7,0.59,0.21,0.07,2.56
Other,1987,Role-Playing,Other,0.15,0,2.41,0,2.56
X360,2009,Action,Take-Two Interactive,1.04,1.22,0.03,0.27,2.56
PS3,2012,Sports,Electronic Arts,2.11,0.22,0,0.23,2.56
X360,2009,Role-Playing,Electronic Arts,1.76,0.55,0.03,0.22,2.56
Other,2003,Role-Playing,Nintendo,1.21,0.57,0.7,0.07,2.54
PSP,2009,Platform,Sony Computer Entertainment,0.64,1.22,0.01,0.67,2.54
X360,2008,Sports,Electronic Arts,2.21,0.12,0,0.2,2.53
Other,N/A,Shooter,Other,2.36,0.14,0,0.03,2.53
PS2,2001,Racing,Other,1.13,1.12,0.06,0.22,2.52
DS,2010,Misc,Nintendo,0.26,1.65,0.33,0.28,2.52
X360,2013,Sports,Take-Two Interactive,2.1,0.19,0,0.23,2.52
Other,2000,Action,Nintendo,1.55,0.75,0.16,0.06,2.52
Wii,2012,Action,Activision,1.48,0.83,0,0.21,2.52
Other,1986,Role-Playing,Other,0.49,0,0.52,1.51,2.52
Wii,2008,Sports,Konami Digital Entertainment,1.11,0.85,0.29,0.25,2.5
PS2,2008,Sports,Konami Digital Entertainment,0.13,0.07,0.26,2.05,2.5
Other,1999,Misc,Nintendo,1.28,0.14,1.08,0.01,2.5
X360,2006,Role-Playing,Activision,2.29,0.02,0,0.19,2.5
XB,2003,Action,Take-Two Interactive,1.84,0.56,0,0.09,2.49
PS2,2002,Fighting,Other,1.81,0.52,0,0.15,2.49
Wii,2007,Misc,Other,1.47,0.77,0,0.24,2.48
Other,2015,Action,Sony Computer Entertainment,1.03,0.81,0.26,0.38,2.48
PS,1998,Action,Other,1.15,1.14,0.06,0.13,2.48
Other,2002,Misc,Nintendo,1.13,0.36,0.92,0.07,2.47
X360,2008,Racing,Other,1.38,0.84,0,0.25,2.47
X360,N/A,Misc,Electronic Arts,1.93,0.33,0,0.21,2.47
PS3,2012,Sports,Take-Two Interactive,1.73,0.43,0.05,0.27,2.47
PS3,2011,Action,THQ,0.86,1.04,0.18,0.38,2.47
PS3,2008,Shooter,Sony Computer Entertainment,1.15,0.84,0.1,0.38,2.46
Other,2014,Sports,Take-Two Interactive,1.47,0.54,0.01,0.43,2.45
Other,1992,Role-Playing,Other,0,0,2.43,0.02,2.45
PS,1997,Role-Playing,Other,0.93,0.12,1.34,0.06,2.45
PS3,2008,Racing,Take-Two Interactive,1.56,0.53,0.05,0.31,2.45
PS,1996,Racing,Sony Computer Entertainment,2.12,0.25,0,0.07,2.44
PS2,2003,Simulation,Electronic Arts,1.07,1.19,0,0.18,2.43
PC,1997,Adventure,Other,1.52,0.82,0,0.1,2.43
Wii,2010,Action,Other,1.28,0.93,0,0.22,2.43
Other,2015,Racing,Electronic Arts,0.5,1.5,0.05,0.37,2.43
Other,2016,Shooter,Activision,1.46,0.74,0,0.22,2.42
Other,2015,Sports,Electronic Arts,2.08,0.08,0,0.26,2.42
Other,1988,Sports,Nintendo,1.27,0.32,0.78,0.05,2.42
Other,1998,Platform,Sega,1.26,0.61,0.46,0.08,2.42
X360,2008,Shooter,Ubisoft,1.56,0.6,0.02,0.23,2.42
Wii,2010,Misc,THQ,1.65,0.57,0,0.2,2.42
PS3,2013,Action,Other,0.6,1.26,0.08,0.48,2.42
PSP,2006,Racing,Electronic Arts,0.87,0.97,0,0.58,2.42
PS2,2003,Fighting,Other,1.63,0.22,0.51,0.06,2.41
PS3,2010,Sports,Konami Digital Entertainment,0.29,1.17,0.54,0.41,2.41
PS2,2001,Racing,Sony Computer Entertainment,2.07,0.26,0,0.08,2.41
PS,1998,Action,Other,0.81,0.76,0.7,0.14,2.41
PS2,2007,Racing,Electronic Arts,0.69,0,0.04,1.68,2.41
X360,2011,Shooter,Other,1.44,0.7,0.04,0.22,2.4
PS,1996,Puzzle,Other,2.1,0.24,0,0.07,2.4
Other,1987,Fighting,Nintendo,0.77,0.18,1.42,0.03,2.4
PC,1997,Strategy,Electronic Arts,2.3,0.1,0,0,2.4
GBA,N/A,Adventure,Konami Digital Entertainment,2.15,0.18,0,0.07,2.39
PC,1994,Misc,Other,1.49,0.81,0,0.1,2.39
Other,1993,,Other,1.78,0.53,0,0.08,2.39
PS2,2005,Misc,Other,1.67,0.61,0.03,0.07,2.38
PS3,2010,Sports,Electronic Arts,2.04,0.15,0,0.2,2.38
Other,1998,Fighting,THQ,1.94,0.39,0.03,0.02,2.38
PS2,2001,Misc,Konami Digital Entertainment,1.16,0.91,0,0.3,2.38
X360,2011,Action,Other,1.48,0.69,0,0.2,2.37
PC,2004,Shooter,Other,2.28,0.02,0.08,0,2.37
PS2,2004,Action,THQ,0.96,1.08,0.04,0.3,2.37
X360,2007,Sports,Electronic Arts,2.18,0.01,0,0.18,2.37
PS2,2004,Sports,Activision,1.25,0.86,0.01,0.26,2.37
X360,2010,Sports,Other,1.74,0.45,0,0.18,2.37
PS3,2009,Sports,Electronic Arts,2.03,0.13,0,0.21,2.37
Other,1995,Platform,Nintendo,0.69,0.14,1.48,0.05,2.36
X360,2008,Racing,Take-Two Interactive,1.68,0.45,0.01,0.21,2.35
Other,1996,Platform,Nintendo,1.39,0.48,0.4,0.08,2.35
Other,1998,Role-Playing,Other,0,0,2.34,0.01,2.35
X360,2011,Misc,Other,1.73,0.43,0.02,0.17,2.35
PS2,2007,Fighting,THQ,0.92,0,0.01,1.41,2.34
Other,2015,Action,Nintendo,1.15,0.55,0.47,0.17,2.34
Wii,N/A,Action,Other,1.51,0.61,0,0.21,2.34
PS2,2001,Action,Other,1.08,0.7,0.34,0.21,2.34
Other,2015,Sports,Take-Two Interactive,1.95,0.15,0,0.24,2.34
X360,2011,Sports,Other,1.38,0.72,0.02,0.22,2.34
Wii,2008,Sports,Ubisoft,1.18,0.9,0,0.24,2.32
Other,2000,Sports,Nintendo,0.78,0.4,1.06,0.07,2.32
PS,1997,Action,Take-Two Interactive,0.79,1.35,0.04,0.14,2.32
PS2,2004,Shooter,Electronic Arts,0.85,1.06,0.09,0.32,2.31
PS,1999,Racing,Electronic Arts,1.58,0.64,0,0.09,2.31
Other,1995,Role-Playing,Other,0.28,0,2.02,0.01,2.31
PC,2012,Action,Other,0.96,1.07,0,0.27,2.31
PS,1998,Sports,Other,1.65,0.46,0.1,0.1,2.31
Other,2012,Role-Playing,Nintendo,1.12,0.41,0.64,0.14,2.3
DS,2004,Puzzle,Nintendo,0.51,0.45,1.21,0.13,2.3
PS3,2013,Action,Other,1.07,0.8,0.04,0.38,2.29
PC,1997,Action,Other,0.91,1.25,0,0.13,2.29
Other,2015,Action,Other,0,0,2.29,0,2.29
PS3,2007,Action,Other,1.02,0.9,0,0.36,2.29
XB,2004,Racing,Electronic Arts,1.38,0.8,0,0.1,2.28
PS3,2009,Sports,Konami Digital Entertainment,0.3,1.27,0.46,0.26,2.28
Other,1983,Platform,Nintendo,0.51,0.12,1.63,0.02,2.28
PS2,2008,Sports,Electronic Arts,0.38,0.07,0.01,1.82,2.28
DS,2010,Action,Other,1.07,0.99,0,0.22,2.28
X360,2010,Simulation,Electronic Arts,1.27,0.81,0,0.2,2.28
DS,2008,Role-Playing,Nintendo,0.94,0.53,0.62,0.18,2.28
PS,1997,Racing,Other,0.07,2,0.02,0.18,2.28
PS3,2011,Action,Other,1.08,0.73,0.15,0.31,2.27
GBA,2002,Platform,Nintendo,1.22,0.1,0.91,0.04,2.27
GBA,2001,Platform,Nintendo,0.9,0.73,0.54,0.09,2.26
PS3,2009,Misc,Sega,1.34,0.6,0,0.31,2.26
Other,2016,Action,Ubisoft,0.6,1.25,0.06,0.35,2.26
Other,2016,Shooter,Electronic Arts,1.28,0.77,0,0.2,2.25
PS2,2002,Adventure,Other,0.62,0.44,1.06,0.13,2.25
PS,1997,Sports,Other,1.52,0.46,0.2,0.08,2.25
Other,2004,Role-Playing,Nintendo,1.48,0.25,0.46,0.06,2.25
PS3,2011,Sports,Electronic Arts,1.93,0.15,0,0.17,2.25
PS3,2013,Action,Sony Computer Entertainment,1.23,0.63,0.04,0.35,2.25
PS3,2007,Misc,Activision,1.4,0.53,0.02,0.3,2.24
GBA,2001,Platform,Sega,1.19,0.71,0.22,0.13,2.24
Wii,2006,Misc,Sega,1.05,0.91,0.04,0.24,2.24
Wii,2010,Misc,Ubisoft,1.52,0.54,0,0.18,2.24
Wii,N/A,Shooter,Activision,1.17,0.84,0,0.23,2.24
Other,2013,Platform,Nintendo,1.25,0.62,0.18,0.18,2.24
Other,2013,Action,Ubisoft,1.48,0.55,0,0.21,2.23
GBA,2001,Platform,Other,1.29,0.83,0,0.11,2.23
PSP,2008,Fighting,Other,0.51,0.5,0.91,0.31,2.23
X360,2013,Sports,Electronic Arts,1.98,0.06,0,0.19,2.23
Other,1990,Action,Konami Digital Entertainment,1.74,0.25,0.21,0.03,2.23
PS2,2009,Simulation,Konami Digital Entertainment,1.09,0.85,0,0.28,2.23
PS3,2012,Shooter,Take-Two Interactive,1.05,0.72,0.1,0.35,2.23
PS2,2003,Action,Ubisoft,0.88,1.03,0,0.31,2.22
Wii,2009,Role-Playing,Nintendo,0.65,0.4,1.05,0.11,2.22
X360,2013,Action,Other,1.24,0.79,0,0.19,2.22
Other,1998,Adventure,Nintendo,1,0.63,0.45,0.13,2.22
Wii,2007,Action,Other,1.32,0.56,0.14,0.2,2.22
Other,2015,Shooter,Ubisoft,0.55,1.19,0.14,0.33,2.21
PS3,2008,Action,Other,1.01,0.85,0,0.35,2.21
PS2,2006,Action,Other,1.06,0.82,0.05,0.28,2.21
Other,1981,Action,Other,2.06,0.12,0,0.02,2.2
X360,2007,Misc,Activision,2.01,0.02,0,0.17,2.2
Other,2013,Racing,Other,1.21,0.79,0.01,0.19,2.2
X360,2008,Misc,Electronic Arts,1.78,0.24,0,0.18,2.2
Other,1986,Sports,Namco Bandai Games,0.15,0,2.05,0,2.2
Other,2000,Platform,Nintendo,1.11,0.51,0.34,0.23,2.2
X360,2010,Racing,Electronic Arts,1.03,0.96,0,0.21,2.2
DS,2008,Action,Activision,1.4,0.59,0,0.2,2.2
X360,2010,Shooter,Take-Two Interactive,1.45,0.54,0.02,0.19,2.2
DS,2007,Puzzle,Other,1.06,0.9,0,0.23,2.2
XB,2003,Role-Playing,Activision,1.68,0.44,0,0.08,2.19
Other,1992,Misc,Nintendo,0.87,0.17,1.1,0.05,2.19
Other,2000,Platform,Nintendo,1.04,0.72,0.3,0.13,2.19
Other,2014,Sports,Electronic Arts,1.54,0.25,0,0.4,2.19
PS3,2011,Action,Konami Digital Entertainment,0.34,0.96,0.55,0.33,2.19
X360,2006,Action,THQ,1.17,0.77,0.02,0.22,2.18
Other,2000,Role-Playing,Konami Digital Entertainment,0,0,2.17,0.01,2.18
PS2,2002,Racing,THQ,1.92,0.2,0,0.06,2.18
Other,2014,Sports,Electronic Arts,0.6,1.42,0,0.16,2.18
GBA,2003,Role-Playing,Nintendo,1.48,0.17,0.47,0.06,2.17
Other,1998,Simulation,Nintendo,1.6,0.46,0.08,0.03,2.17
Other,1984,Sports,Nintendo,0.48,0.11,1.56,0.02,2.17
Other,2016,Shooter,Ubisoft,1.29,0.68,0,0.2,2.16
X360,2010,Role-Playing,Other,1.28,0.67,0.01,0.21,2.16
PC,2001,Simulation,Electronic Arts,1.23,0.83,0,0.1,2.16
